Long Station Name,Collection Date,EC,K,Sacramento X2,Location,Area,WYT,Data
Old River near Rock Slough,6/19/1959,318,1.9,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,6/19/1959,327,1.9,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,716,3.9,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,749,4.1,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1320,7.3,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1740,10,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1380,7.8,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1580,8,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,937,5.6,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,1000,5.9,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,621,3.7,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,644,3.9,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,486,3,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,509,3.1,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,10/1/1959,352,2.4,78.11676896,OMR,Interior,D,TT
Old River near Rock Slough,10/1/1959,396,2.6,78.11676896,OMR,Interior,D,TT
Old River near Rock Slough,10/30/1959,281,2.2,83.58656463,OMR,Interior,D,TT
Old River near Rock Slough,10/30/1959,345,2.5,83.58656463,OMR,Interior,D,TT
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,5,60.82383763,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,3.4,57.81297746,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,7,83.16574214,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,2.6,48.06579729,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,1.8,50.10640361,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,2.7,68.77308425,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),1/30/1980,218,1.8,52.74067557,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/14/1980,266,1.9,67.64537101,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/29/1980,227,2.3,49.08867267,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/12/1980,212,1.6,49.22949664,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/26/1980,244,1.5,56.84018254,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/8/1980,303,1.9,56.38489514,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/21/1980,304,2.4,62.47778168,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/5/1980,318,2.5,64.64696862,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/12/1980,358,2.2,65.43895548,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/19/1980,277,1.8,62.05980719,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/27/1980,277,1.8,65.09270984,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/10/1980,230,1.7,69.27641079,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/16/1980,221,1.6,68.91440792,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/23/1980,221,1.6,68.0228655,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/30/1980,195,1.6,70.47262594,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/7/1980,186,1.4,68.25641473,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/14/1980,172,1.3,71.65830083,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/21/1980,174,1.2,71.80905674,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/29/1980,159,1.2,75.15820048,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/6/1980,170,1.2,76.44358914,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/18/1980,204,1.3,80.02274745,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/3/1980,293,1.8,80.90049445,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/15/1980,312,2,76.57711741,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/26/1980,265,1.6,76.604144,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/6/1980,236,1.6,77.15999944,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),10/20/1980,204,1.6,75.79339987,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/3/1980,201,1.6,78.34640114,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/14/1980,219,1.8,78.251066,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),11/24/1980,225,1.9,79.91615184,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),12/5/1980,220,1.9,81.24381742,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),12/16/1980,205,1.9,70.43542093,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),1/6/1981,209,1.8,79.42709404,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),1/20/1981,227,1.8,84.3665229,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),2/3/1981,325,2.5,59.47117587,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),2/16/1981,279,2.5,68.66305851,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),3/4/1981,263,2.1,75.67405581,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),3/20/1981,294,2.1,75.19545039,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),4/3/1981,360,2.3,60.26052112,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),4/23/1981,226,1.8,75.00542927,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),5/12/1981,269,1.8,80.86307077,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/2/1981,232,1.7,75.30547237,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/18/1981,243,1.8,80.97126487,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),6/30/1981,287,2,87.70223073,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),7/16/1981,366,2.4,87.76825037,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),8/3/1981,553,3.6,85.40012999,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),8/18/1981,628,3.7,87.20292234,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),9/2/1981,793,4.7,89.4339165,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),9/18/1981,758,4.4,85.78904211,OMR,Interior,D,TT
Old River South of Rock Slough (St 5A),10/14/1981,557,3.5,89.11569229,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/10/1981,545,3.6,88.94945498,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/24/1981,451,3.6,65.98476899,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/3/1981,423,3.2,52.53667998,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/18/1981,254,2.4,56.1313435,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/5/1982,240,2.7,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/5/1982,275,2.3,58.92308216,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/22/1982,295,6.7,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/15/1982,207,2.6,49.23180133,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/16/1982,348,2.5,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/5/1982,178,1.6,53.20631662,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/24/1982,196,1.7,58.78823135,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),6/22/1982,253,1.6,65.44959567,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),7/21/1982,244,1.5,78.29621658,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/17/1982,184,1.1,76.46364235,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),9/13/1982,208,1.6,66.6341757,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),10/19/1982,234,1.8,67.33005042,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),11/16/1982,180,1.8,65.44459814,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/14/1982,240,2.1,58.19292799,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),1/20/1983,281,2.2,63.15136317,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),2/17/1983,336,2.4,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/21/1983,338,2.2,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),4/18/1983,211,1.2,51.81872331,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/25/1983,170,1.3,53.44081668,OMR,Interior,W,TT
Rock Slough @ Old River,5/30/1984,194,1.5,76.19129629,OMR,Interior,W,TT
Rock Slough @ Old River,6/27/1984,189,1.3,78.52956136,OMR,Interior,W,TT
Clifton Court Intake,6/27/1984,472,2.4,78.52956136,OMR,Interior,W,TT
Clifton Court Intake,7/25/1984,212,1.3,75.0760343,OMR,Interior,W,TT
Rock Slough @ Old River,7/25/1984,217,1.4,75.0760343,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),12/17/1985,605,4.8,77.70271234,OMR,Interior,W,TT
Clifton Court Intake,3/4/1986,306,2.1,0,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),3/21/1986,210,2.3,0,OMR,Interior,W,TT
Clifton Court Intake,4/9/1986,197,1.5,52.99907803,OMR,Interior,W,TT
Clifton Court Intake,5/7/1986,280,1.8,66.57784182,OMR,Interior,W,TT
Clifton Court Intake,6/4/1986,303,1.7,70.7018673,OMR,Interior,W,TT
Rock Slough @ Old River,7/2/1986,225,1.9,77.07568175,OMR,Interior,W,TT
Rock Slough @ Old River,9/24/1986,285,1.9,76.64482557,OMR,Interior,W,TT
Old River North of Rock Slough (St 4b),6/28/1988,512,3.5,88.84197167,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),6/28/1988,533,3.7,88.84197167,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,4.8,91.3346382,SJRcorridor,Interior,D,TT
Middle R @ Tracy Rd Bdg,3/2/1989,506,2.8,91.3346382,SouthDelta,Interior,D,TT
Old River nr Tracy,3/2/1989,1410,5,91.3346382,SouthDelta,Interior,D,TT
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,5,91.3346382,SouthDelta,Interior,D,TT
Middle River at Bacon Island Bridge,1/24/1990,420,3,79.66720736,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/24/1990,804,5.2,79.66720736,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/24/1990,204,2.2,79.66720736,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,4.8,79.66720736,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,6,79.66720736,SouthDelta,Interior,C,TT
Old River nr Tracy,1/24/1990,1190,6.2,79.66720736,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,7.2,79.66720736,SouthDelta,Interior,C,TT
Clifton Court Intake,2/14/1990,515,3.5,84.5852336,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,4,84.5852336,SJRcorridor,Interior,C,TT
Old River nr Tracy,2/14/1990,1320,4.6,84.5852336,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,5.8,84.5852336,SouthDelta,Interior,C,TT
Clifton Court Intake,2/21/1990,472,3.1,80.12996718,OMR,Interior,C,TT
Rock Slough @ Old River,2/23/1990,598,4,83.08252588,OMR,Interior,C,TT
Clifton Court Intake,3/20/1990,404,2.7,85.09103604,OMR,Interior,C,TT
Rock Slough @ Old River,3/20/1990,548,3.6,85.09103604,OMR,Interior,C,TT
Clifton Court Intake,4/24/1990,532,2.9,86.79032173,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/25/1990,349,2.4,87.22990049,OMR,Interior,C,TT
Rock Slough @ Old River,4/25/1990,864,5.4,87.22990049,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/25/1990,905,5.8,87.22990049,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/25/1990,164,1.4,87.22990049,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,3.4,87.22990049,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,3.6,87.22990049,SouthDelta,Interior,C,TT
Old River nr Tracy,4/25/1990,1120,3.8,87.22990049,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,4.5,87.22990049,SouthDelta,Interior,C,TT
Clifton Court Intake,5/23/1990,654,3.8,90.30188297,OMR,Interior,C,TT
Rock Slough @ Old River,5/23/1990,660,4.5,90.30188297,OMR,Interior,C,TT
Rock Slough @ Old River,6/26/1990,377,2.8,87.03302324,OMR,Interior,C,TT
Clifton Court Intake,6/27/1990,786,2.9,84.4854239,OMR,Interior,C,TT
Clifton Court Intake,7/25/1990,457,2.9,87.85147172,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/26/1990,286,2,86.56430395,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/26/1990,524,3.4,86.56430395,OMR,Interior,C,TT
Rock Slough @ Old River,7/26/1990,572,3.7,86.56430395,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/26/1990,160,1.2,86.56430395,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,3,86.56430395,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,2.5,86.56430395,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,4.2,86.56430395,SouthDelta,Interior,C,TT
Old River nr Tracy,7/26/1990,916,4.8,86.56430395,SouthDelta,Interior,C,TT
Clifton Court Intake,8/21/1990,397,2.8,82.94560259,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/22/1990,269,1.8,83.47764088,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/22/1990,463,3,83.47764088,OMR,Interior,C,TT
Rock Slough @ Old River,8/22/1990,477,3.1,83.47764088,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,8/22/1990,178,1.3,83.47764088,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,3,83.47764088,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,3.2,83.47764088,SouthDelta,Interior,C,TT
Old River nr Tracy,8/22/1990,857,3.7,83.47764088,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,4,83.47764088,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,9/24/1990,368,3.1,90.82305445,OMR,Interior,C,TT
Clifton Court Intake,9/24/1990,504,3.3,90.82305445,OMR,Interior,C,TT
Clifton Court Intake,10/23/1990,710,4.4,94.64630634,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,10/24/1990,585,3.8,94.04183083,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),10/24/1990,921,5.8,94.04183083,OMR,Interior,C,TT
Rock Slough @ Old River,10/24/1990,960,6,94.04183083,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,10/24/1990,191,1.5,94.04183083,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,3.1,94.04183083,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,3.9,94.04183083,SouthDelta,Interior,C,TT
Old River nr Tracy,10/24/1990,1140,4.2,94.04183083,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,4.7,94.04183083,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,11/13/1990,625,3.6,93.89378554,OMR,Interior,C,TT
Clifton Court Intake,11/13/1990,689,4.3,93.89378554,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,12/11/1990,542,3.5,93.08539402,OMR,Interior,C,TT
Clifton Court Intake,12/11/1990,853,5.5,93.08539402,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/29/1991,532,3.8,94.90599798,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/29/1991,878,6.2,94.90599798,OMR,Interior,C,TT
Rock Slough @ Old River,1/29/1991,897,6.3,94.90599798,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/29/1991,344,2.2,94.90599798,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,3.6,94.90599798,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,4.2,94.90599798,SouthDelta,Interior,C,TT
Old River nr Tracy,1/29/1991,1320,4.6,94.90599798,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,4.6,94.90599798,SouthDelta,Interior,C,TT
Clifton Court Intake,1/31/1991,731,4.6,94.0793962,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,2/26/1991,610,4.1,94.34149831,OMR,Interior,C,TT
Clifton Court Intake,2/27/1991,840,5.2,95.15255136,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/25/1991,469,3.4,72.32639176,OMR,Interior,C,TT
Clifton Court Intake,3/27/1991,548,3.8,71.68911216,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/23/1991,294,2.7,85.01362795,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,4.4,85.01362795,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/23/1991,251,1.8,85.01362795,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,4.6,85.01362795,SouthDelta,Interior,C,TT
Old River nr Tracy,4/23/1991,1510,5.6,85.01362795,SouthDelta,Interior,C,TT
Clifton Court Intake,4/24/1991,792,4.1,86.48122671,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/21/1991,359,3,91.14886705,OMR,Interior,C,TT
Clifton Court Intake,5/21/1991,527,3.2,91.14886705,OMR,Interior,C,TT
Contra Costa PP Number 01,5/21/1991,537,3.7,91.14886705,OMR,Interior,C,TT
Rock Slough @ Old River,5/22/1991,596,4.1,90.63835999,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),5/22/1991,613,4.2,90.63835999,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,3.3,90.63835999,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,6/24/1991,705,4.7,92.83977948,OMR,Interior,C,TT
Clifton Court Intake,6/25/1991,607,4.1,93.04612539,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/28/1991,451,3.3,91.92518677,OMR,Interior,C,TT
Clifton Court Intake,7/23/1991,528,3.5,91.47785985,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/24/1991,404,3,92.78926842,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/24/1991,595,4,92.78926842,OMR,Interior,C,TT
Rock Slough @ Old River,7/24/1991,596,4,92.78926842,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,3.5,92.78926842,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/24/1991,275,2.1,92.78926842,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,2.5,92.78926842,SouthDelta,Interior,C,TT
Middle R @ Tracy Rd Bdg,7/24/1991,454,3.3,92.78926842,SouthDelta,Interior,C,TT
Old River nr Tracy,7/24/1991,1110,4.5,92.78926842,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,4.5,92.78926842,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,8/5/1991,415,2.9,91.32485805,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/7/1991,539,3.6,92.52821793,OMR,Interior,C,TT
Rock Slough @ Old River,8/7/1991,546,3.6,92.52821793,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,3.4,92.52821793,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,8/21/1991,347,2.5,88.57096592,OMR,Interior,C,TT
Rock Slough @ Old River,8/21/1991,550,3.6,88.57096592,OMR,Interior,C,TT
